0.833676 ,0.166324 ,0.762311 ,0.237689 ,0.964438 ,0.035562 ,0.584438 ,0.415562 ,0.565102 ,0.434898 ,0.480008 ,0.519992 ,1,1
0.841959 ,0.158041 ,0.770728 ,0.229272 ,0.994912 ,0.005089 ,0.478116 ,0.521884 ,0.963164 ,0.036836 ,0.481023 ,0.518977 ,1,1
0.847515 ,0.152485 ,0.763204 ,0.236796 ,0.993814 ,0.006186 ,0.868982 ,0.131019 ,0.996913 ,0.003087 ,0.480940 ,0.519060 ,1,1
0.478760 ,0.521240 ,0.763204 ,0.236796 ,0.996456 ,0.003544 ,0.186911 ,0.813089 ,0.478957 ,0.521043 ,0.480193 ,0.519807 ,1,1
0.000000 ,1.000000 ,0.000072 ,0.999928 ,0.000190 ,0.999810 ,0.006778 ,0.993222 ,0.280123 ,0.719877 ,0.480254 ,0.519746 ,1,1
0.035121 ,0.964879 ,0.762406 ,0.237594 ,0.962794 ,0.037206 ,0.260998 ,0.739002 ,0.030514 ,0.969486 ,0.480212 ,0.519788 ,1,1
0.037368 ,0.962632 ,0.763204 ,0.236796 ,0.000001 ,0.999999 ,0.868982 ,0.131019 ,0.125476 ,0.874524 ,0.480193 ,0.519807 ,1,1
0.428707 ,0.571293 ,0.657073 ,0.342927 ,0.996519 ,0.003481 ,0.491103 ,0.508897 ,0.004396 ,0.995604 ,0.480233 ,0.519767 ,1,1
0.804135 ,0.195865 ,0.763204 ,0.236796 ,0.991071 ,0.008929 ,0.193553 ,0.806447 ,0.936560 ,0.063440 ,0.480391 ,0.519609 ,1,1
0.841002 ,0.158998 ,0.763204 ,0.236796 ,0.990711 ,0.009289 ,0.866278 ,0.133722 ,0.989735 ,0.010265 ,0.480730 ,0.519270 ,1,1
0.009267 ,0.990733 ,0.000190 ,0.999811 ,0.000000 ,1.000000 ,0.025009 ,0.974991 ,0.000012 ,0.999988 ,0.479922 ,0.520078 ,1,1
0.818036 ,0.181964 ,0.153366 ,0.846634 ,0.996559 ,0.003441 ,0.646571 ,0.353429 ,0.127346 ,0.872654 ,0.480232 ,0.519768 ,1,1
