0.345684 ,0.654316 ,0.827347 ,0.172653 ,0.238699 ,0.761301 ,0.526189 ,0.473811 ,0.432184 ,0.567816 ,0.673608 ,0.326392 ,1,24.45
0.972875 ,0.027126 ,0.928237 ,0.071763 ,0.604200 ,0.395800 ,0.947837 ,0.052163 ,0.475965 ,0.524035 ,0.847137 ,0.152863 ,1,19.09
0.989847 ,0.010153 ,0.960365 ,0.039635 ,0.981414 ,0.018586 ,0.988249 ,0.011751 ,0.565759 ,0.434241 ,0.880287 ,0.119713 ,1,13.37
0.452926 ,0.547074 ,0.930865 ,0.069135 ,0.600430 ,0.399570 ,0.785945 ,0.214056 ,0.552175 ,0.447825 ,0.980975 ,0.019025 ,1,17.78
0.593883 ,0.406117 ,0.026557 ,0.973443 ,0.058840 ,0.941160 ,0.000126 ,0.999874 ,0.337966 ,0.662034 ,0.163064 ,0.836936 ,1,33.86
0.400486 ,0.599514 ,0.457308 ,0.542692 ,0.356444 ,0.643556 ,0.184858 ,0.815142 ,0.533209 ,0.466791 ,0.776256 ,0.223744 ,1,35.2
0.390519 ,0.609481 ,0.970857 ,0.029143 ,0.999975 ,0.000025 ,0.999968 ,0.000032 ,0.006921 ,0.993079 ,0.131877 ,0.868123 ,1,16.93
0.292327 ,0.707673 ,0.487279 ,0.512721 ,0.547565 ,0.452435 ,0.386905 ,0.613095 ,0.558619 ,0.441381 ,0.658899 ,0.341101 ,1,9.33
0.623915 ,0.376086 ,0.970509 ,0.029491 ,0.513860 ,0.486141 ,0.264832 ,0.735168 ,0.407886 ,0.592114 ,0.725305 ,0.274695 ,1,14.2
0.990691 ,0.009309 ,0.957612 ,0.042388 ,0.696698 ,0.303302 ,0.923653 ,0.076347 ,0.480917 ,0.519083 ,0.445183 ,0.554817 ,1,14.2
0.059560 ,0.940440 ,0.044660 ,0.955340 ,0.028168 ,0.971832 ,0.151837 ,0.848163 ,0.425308 ,0.574692 ,0.004184 ,0.995816 ,1,21.82
0.574988 ,0.425013 ,0.188727 ,0.811273 ,0.720444 ,0.279556 ,0.946643 ,0.053357 ,0.505808 ,0.494193 ,0.850613 ,0.149387 ,1,22.7
0.966363 ,0.033637 ,0.801223 ,0.198777 ,0.862365 ,0.137635 ,0.948672 ,0.051328 ,0.513391 ,0.486609 ,0.664816 ,0.335184 ,1,27.81
0.811079 ,0.188921 ,0.916694 ,0.083306 ,0.068792 ,0.931208 ,0.791232 ,0.208768 ,0.295470 ,0.704530 ,0.913315 ,0.086685 ,1,20.83
0.486012 ,0.513988 ,0.223603 ,0.776397 ,0.035531 ,0.964469 ,0.224848 ,0.775152 ,0.537393 ,0.462607 ,0.204230 ,0.795770 ,2,12.64
0.697910 ,0.302091 ,0.135256 ,0.864744 ,0.104742 ,0.895258 ,0.289604 ,0.710396 ,0.414288 ,0.585712 ,0.145009 ,0.854991 ,1,22.64
0.334516 ,0.665484 ,0.300602 ,0.699398 ,0.076499 ,0.923501 ,0.041738 ,0.958262 ,0.322094 ,0.677906 ,0.039970 ,0.960030 ,1,31.72
0.223857 ,0.776144 ,0.299760 ,0.700240 ,0.330177 ,0.669823 ,0.427493 ,0.572508 ,0.334836 ,0.665165 ,0.100003 ,0.899998 ,1,16.28
0.024449 ,0.975551 ,0.306690 ,0.693310 ,0.043134 ,0.956866 ,0.129853 ,0.870147 ,0.344273 ,0.655727 ,0.030010 ,0.969991 ,1,12.24
0.696702 ,0.303298 ,0.351430 ,0.648570 ,0.592427 ,0.407574 ,0.857201 ,0.142799 ,0.590979 ,0.409021 ,0.682816 ,0.317184 ,1,12.74
0.615713 ,0.384287 ,0.816787 ,0.183213 ,0.244882 ,0.755118 ,0.608377 ,0.391623 ,0.384446 ,0.615554 ,0.474845 ,0.525156 ,2,11.4
0.019068 ,0.980932 ,0.003321 ,0.996679 ,0.004064 ,0.995936 ,0.002396 ,0.997604 ,0.000320 ,0.999680 ,0.000007 ,0.999993 ,1,25.12
0.109398 ,0.890602 ,0.082998 ,0.917002 ,0.225308 ,0.774692 ,0.116024 ,0.883976 ,0.401450 ,0.598550 ,0.485633 ,0.514367 ,1,12.92
0.000821 ,0.999179 ,0.002727 ,0.997273 ,0.026101 ,0.973899 ,0.030245 ,0.969755 ,0.120379 ,0.879621 ,0.013224 ,0.986776 ,1,19.8
