0.559327,0.440673,0.374044,0.625956,0.806117,0.193883,0.33414,0.66586,0.777694,0.222307,0.5411,0.4589,1,1
0.966951,0.033049,0.969702,0.030299,0.970277,0.029723,0.733429,0.266571,0.965918,0.034082,0.734033,0.265967,1,1
0.995113,0.004887,0.982187,0.017813,0.979952,0.020048,0.982681,0.017319,0.959731,0.040269,0.891749,0.108251,1,1
0.328916,0.671084,0.406048,0.593952,0.947296,0.052704,0.29352,0.70648,0.998403,0.001597,0.67908,0.32092,1,1
0.000099,0.999901,0.605324,0.394676,0.014929,0.985071,0.091241,0.908759,0.668065,0.331935,0.351375,0.648625,1,1
0.187956,0.812045,0.561005,0.438995,0.579317,0.420683,0.413,0.587,0.934454,0.065546,0.606971,0.393029,1,1
0.999996,0.000004,0.652801,0.347199,0.985917,0.014083,0.999955,0.000045,0.498419,0.501581,0.122041,0.87796,1,1
0.347629,0.652371,0.371974,0.628026,0.660255,0.339745,0.615938,0.384062,0.851535,0.148465,0.799135,0.200865,1,1
0.265395,0.734605,0.668256,0.331744,0.977006,0.022994,0.543493,0.456508,0.911509,0.088491,0.430167,0.569833,1,1
0.976723,0.023277,0.987179,0.012821,0.970652,0.029348,0.842745,0.157255,0.852588,0.147412,0.841933,0.158067,1,1
0.246812,0.753188,0.054768,0.945232,0.05197,0.94803,0.059103,0.940897,0.009854,0.990146,0.161742,0.838258,1,1
0.824584,0.175416,0.428485,0.571515,0.351008,0.648992,0.596853,0.403147,0.946073,0.053927,0.343644,0.656356,1,1
0.897433,0.102568,0.94942,0.05058,0.882256,0.117744,0.772964,0.227036,0.943141,0.056859,0.282635,0.717365,1,1
0.849874,0.150126,0.830794,0.169206,0.946176,0.053824,0.102236,0.897764,0.981189,0.018811,0.162015,0.837986,1,1
0.547909,0.452091,0.635062,0.364938,0.245031,0.754969,0.123904,0.876096,0.208573,0.791427,0.51619,0.48381,2,1
0.467078,0.532922,0.754693,0.245307,0.256671,0.743329,0.332494,0.667506,0.545494,0.454506,0.599644,0.400356,1,1
0.039759,0.960241,0.39101,0.60899,0.332617,0.667383,0.08007,0.91993,0.153946,0.846054,0.240466,0.759534,1,1
0.42642,0.57358,0.264763,0.735237,0.287323,0.712677,0.372181,0.627819,0.156776,0.843224,0.328019,0.671981,1,1
0.075818,0.924182,0.024826,0.975174,0.269058,0.730942,0.034491,0.965509,0.133822,0.866178,0.509556,0.490444,1,1
0.938965,0.061035,0.698172,0.301828,0.43798,0.56202,0.682617,0.317383,0.74178,0.25822,0.774373,0.225627,1,1
0.855863,0.144137,0.712872,0.287128,0.901204,0.098796,0.350477,0.649523,0.790409,0.209591,0.388682,0.611318,2,1
0.001771,0.998229,0.023702,0.976299,0.002076,0.997924,0.012866,0.987134,0.000092,0.999908,0.000465,0.999535,1,1
0.064279,0.935722,0.102063,0.897938,0.091468,0.908532,0.204428,0.795572,0.549563,0.450437,0.389888,0.610112,1,1
0.01062,0.98938,0.000771,0.999229,0.001636,0.998364,0.03211,0.967891,0.014215,0.985785,0.045849,0.954151,1,1
0.420686,0.579314,0.520827,0.479173,0.069646,0.930354,0.246022,0.753978,0.069187,0.930813,0.53542,0.46458,1,1
0.010307,0.989693,0.00363,0.996371,0.04142,0.95858,0.103268,0.896732,0.623014,0.376986,0.40465,0.59535,1,1
0.002468,0.997532,0.039915,0.960085,0.000955,0.999045,0.021692,0.978308,0.001125,0.998875,0.411998,0.588002,1,1
0.006113,0.993887,0.058795,0.941205,0.027362,0.972638,0.112495,0.887506,0.103733,0.896267,0.006648,0.993352,2,1
0.086002,0.913998,0.27606,0.72394,0.262441,0.737559,0.06506,0.93494,0.936819,0.063181,0.570019,0.429981,1,1
0.015579,0.984421,0.46864,0.53136,0.299636,0.700364,0.226309,0.773691,0.215172,0.784828,0.128288,0.871712,2,1
0.49282,0.50718,0.568733,0.431267,0.506075,0.493926,0.692208,0.307792,0.688036,0.311964,0.67268,0.32732,1,1
0.000557,0.999443,0.005053,0.994947,0.021505,0.978495,0.02041,0.97959,0.038251,0.96175,0.033479,0.966521,1,1
0.002287,0.997713,0.008787,0.991213,0.004443,0.995557,0.02943,0.97057,0.000515,0.999485,0.077756,0.922244,1,1
0.006072,0.993928,0.06371,0.93629,0.019301,0.980699,0.009968,0.990032,0.00394,0.99606,0.004665,0.995335,1,1
0.021197,0.978803,0.077001,0.922999,0.032385,0.967615,0.123229,0.876771,0.424005,0.575995,0.58355,0.41645,1,1
0.892276,0.107724,0.385003,0.614997,0.459428,0.540573,0.225995,0.774005,0.820465,0.179535,0.018288,0.981712,1,1
0.00402,0.99598,0.417787,0.582213,0.071279,0.928721,0.048968,0.951032,0.72087,0.27913,0.117897,0.882103,1,1
0.035722,0.964278,0.061682,0.938318,0.363854,0.636146,0.110112,0.889888,0.268893,0.731107,0.019999,0.980001,1,1
0.169132,0.830868,0.651486,0.348514,0.225963,0.774037,0.025296,0.974704,0.227768,0.772232,0.000297,0.999703,1,1
0.364033,0.635967,0.638073,0.361927,0.576599,0.423401,0.449422,0.550578,0.457122,0.542878,0.489542,0.510458,1,1
