0.389732 ,0.610268 ,0.762712 ,0.237288 ,0.910804 ,0.089196 ,0.473036 ,0.526964 ,0.336160 ,0.663840 ,1,24.45
0.980321 ,0.019679 ,0.954189 ,0.045811 ,0.989326 ,0.010674 ,0.738178 ,0.261823 ,0.628923 ,0.371078 ,1,19.09
0.997003 ,0.002997 ,0.998542 ,0.001458 ,0.985741 ,0.014259 ,0.984210 ,0.015790 ,0.594969 ,0.405031 ,1,13.37
0.435517 ,0.564483 ,0.186814 ,0.813186 ,0.962061 ,0.037939 ,0.368765 ,0.631235 ,0.396151 ,0.603849 ,1,17.78
0.608852 ,0.391148 ,0.000049 ,0.999951 ,0.013652 ,0.986348 ,0.039544 ,0.960456 ,0.310526 ,0.689474 ,1,33.86
0.397691 ,0.602309 ,0.403815 ,0.596185 ,0.542679 ,0.457321 ,0.524207 ,0.475793 ,0.358160 ,0.641840 ,1,35.2
0.468366 ,0.531634 ,1.000000 ,0.000000 ,0.987401 ,0.012599 ,1.000000 ,0.000000 ,0.012920 ,0.987080 ,1,16.93
0.218207 ,0.781793 ,0.218709 ,0.781291 ,0.542990 ,0.457010 ,0.493047 ,0.506953 ,0.474148 ,0.525853 ,1,9.33
0.745832 ,0.254168 ,0.212513 ,0.787487 ,0.993188 ,0.006812 ,0.504271 ,0.495729 ,0.289360 ,0.710640 ,1,14.2
0.998616 ,0.001384 ,0.973124 ,0.026876 ,0.989941 ,0.010059 ,0.864155 ,0.135845 ,0.388583 ,0.611417 ,1,14.2
0.036492 ,0.963508 ,0.100071 ,0.899929 ,0.025541 ,0.974459 ,0.037936 ,0.962064 ,0.100697 ,0.899304 ,1,21.82
0.488393 ,0.511607 ,0.908222 ,0.091778 ,0.381487 ,0.618513 ,0.629564 ,0.370437 ,0.438042 ,0.561958 ,1,22.7
0.971146 ,0.028854 ,0.970927 ,0.029073 ,0.845335 ,0.154665 ,0.834674 ,0.165326 ,0.373834 ,0.626166 ,1,27.81
0.881220 ,0.118780 ,0.919379 ,0.080621 ,0.961085 ,0.038915 ,0.083953 ,0.916047 ,0.246148 ,0.753852 ,1,20.83
0.599890 ,0.400110 ,0.572242 ,0.427758 ,0.242623 ,0.757377 ,0.063192 ,0.936808 ,0.182833 ,0.817167 ,2,12.64
0.822745 ,0.177255 ,0.272545 ,0.727455 ,0.336628 ,0.663372 ,0.220775 ,0.779225 ,0.338938 ,0.661062 ,1,22.64
0.342701 ,0.657299 ,0.022575 ,0.977425 ,0.277927 ,0.722073 ,0.073112 ,0.926888 ,0.339146 ,0.660854 ,1,31.72
0.223666 ,0.776334 ,0.308655 ,0.691345 ,0.222710 ,0.777290 ,0.594379 ,0.405621 ,0.294815 ,0.705185 ,1,16.28
0.033412 ,0.966588 ,0.092539 ,0.907461 ,0.383764 ,0.616235 ,0.033142 ,0.966858 ,0.370359 ,0.629641 ,1,12.24
0.779588 ,0.220412 ,0.870721 ,0.129279 ,0.279393 ,0.720607 ,0.685515 ,0.314485 ,0.440394 ,0.559606 ,1,12.74
0.816611 ,0.183389 ,0.962652 ,0.037348 ,0.970261 ,0.029739 ,0.412325 ,0.587676 ,0.158697 ,0.841303 ,2,11.4
0.019949 ,0.980051 ,0.005238 ,0.994762 ,0.003635 ,0.996365 ,0.015130 ,0.984870 ,0.007720 ,0.992280 ,1,25.12
0.064805 ,0.935195 ,0.086017 ,0.913983 ,0.046501 ,0.953499 ,0.526898 ,0.473102 ,0.302073 ,0.697927 ,1,12.92
0.004068 ,0.995932 ,0.037748 ,0.962252 ,0.002455 ,0.997545 ,0.073787 ,0.926213 ,0.106229 ,0.893771 ,1,19.8
0.465394 ,0.534606 ,0.750689 ,0.249312 ,0.065249 ,0.934750 ,0.299063 ,0.700937 ,0.232681 ,0.767319 ,1,12.15
0.006324 ,0.993676 ,0.019521 ,0.980479 ,0.027462 ,0.972538 ,0.139066 ,0.860934 ,0.289826 ,0.710174 ,1,14.77
0.050534 ,0.949466 ,0.008354 ,0.991646 ,0.001368 ,0.998632 ,0.048071 ,0.951929 ,0.462467 ,0.537533 ,1,17.36
0.106851 ,0.893149 ,0.046017 ,0.953983 ,0.061831 ,0.938169 ,0.106638 ,0.893362 ,0.025598 ,0.974402 ,2,13.28
0.239198 ,0.760802 ,0.161252 ,0.838748 ,0.196470 ,0.803530 ,0.085270 ,0.914730 ,0.287232 ,0.712768 ,1,19.16
0.466699 ,0.533301 ,0.021816 ,0.978184 ,0.341385 ,0.658615 ,0.125468 ,0.874532 ,0.046816 ,0.953184 ,2,13.95
0.366959 ,0.633041 ,0.675592 ,0.324408 ,0.480612 ,0.519388 ,0.910583 ,0.089417 ,0.485207 ,0.514793 ,1,30.66
0.015542 ,0.984458 ,0.001240 ,0.998760 ,0.029534 ,0.970466 ,0.034904 ,0.965096 ,0.094932 ,0.905068 ,1,24.6
0.024033 ,0.975967 ,0.002214 ,0.997786 ,0.004352 ,0.995648 ,0.053362 ,0.946638 ,0.153500 ,0.846500 ,1,27.92
0.095378 ,0.904622 ,0.022351 ,0.977649 ,0.017789 ,0.982211 ,0.026440 ,0.973560 ,0.095580 ,0.904420 ,1,33.17
0.077092 ,0.922908 ,0.020519 ,0.979481 ,0.029405 ,0.970595 ,0.123842 ,0.876158 ,0.274590 ,0.725410 ,1,13.78
0.551141 ,0.448859 ,0.936016 ,0.063985 ,0.679322 ,0.320678 ,0.374174 ,0.625826 ,0.001697 ,0.998303 ,1,17.13
0.342402 ,0.657598 ,0.002904 ,0.997096 ,0.097155 ,0.902845 ,0.018048 ,0.981952 ,0.228407 ,0.771593 ,1,15.7
0.104034 ,0.895966 ,0.051651 ,0.948349 ,0.626554 ,0.373445 ,0.226668 ,0.773333 ,0.075207 ,0.924793 ,1,20.65
0.777447 ,0.222553 ,0.396872 ,0.603128 ,0.141238 ,0.858762 ,0.017467 ,0.982533 ,0.004559 ,0.995441 ,1,15.35
0.761189 ,0.238811 ,0.680365 ,0.319635 ,0.589535 ,0.410465 ,0.628394 ,0.371606 ,0.410187 ,0.589813 ,1,11.81
0.058091 ,0.941909 ,0.785430 ,0.214570 ,0.071230 ,0.928770 ,0.650330 ,0.349670 ,0.136652 ,0.863348 ,2,15.82
0.513908 ,0.486092 ,0.452996 ,0.547004 ,0.673972 ,0.326028 ,0.544546 ,0.455454 ,0.440060 ,0.559940 ,1,14.37
0.039214 ,0.960786 ,0.020283 ,0.979717 ,0.102180 ,0.897820 ,0.020539 ,0.979461 ,0.278241 ,0.721759 ,1,12.83
0.035595 ,0.964405 ,0.887095 ,0.112905 ,0.001053 ,0.998947 ,0.473719 ,0.526281 ,0.296371 ,0.703629 ,1,33.24
0.026960 ,0.973040 ,0.004592 ,0.995408 ,0.053105 ,0.946895 ,0.013969 ,0.986031 ,0.412338 ,0.587662 ,1,12.03
0.437680 ,0.562320 ,0.415870 ,0.584130 ,0.910226 ,0.089774 ,0.693200 ,0.306801 ,0.513031 ,0.486969 ,1,9.44
0.992000 ,0.008000 ,0.998510 ,0.001490 ,0.990464 ,0.009536 ,0.885860 ,0.114140 ,0.429909 ,0.570091 ,1,16.99
0.924621 ,0.075379 ,0.788573 ,0.211427 ,0.954393 ,0.045607 ,0.988101 ,0.011899 ,0.410314 ,0.589686 ,1,13.59
0.459229 ,0.540770 ,0.533550 ,0.466451 ,0.073937 ,0.926063 ,0.353363 ,0.646637 ,0.295010 ,0.704990 ,1,23.1
0.141495 ,0.858505 ,0.106328 ,0.893672 ,0.164364 ,0.835636 ,0.067128 ,0.932872 ,0.018388 ,0.981612 ,2,21.22
0.168633 ,0.831367 ,0.006661 ,0.993339 ,0.347064 ,0.652936 ,0.092442 ,0.907558 ,0.191162 ,0.808838 ,1,20.34
0.449041 ,0.550959 ,0.019367 ,0.980633 ,0.307041 ,0.692959 ,0.024660 ,0.975340 ,0.476038 ,0.523961 ,1,14
0.400449 ,0.599551 ,0.603632 ,0.396368 ,0.315498 ,0.684502 ,0.808502 ,0.191498 ,0.501363 ,0.498637 ,1,14
0.042676 ,0.957324 ,0.007290 ,0.992710 ,0.004554 ,0.995446 ,0.004738 ,0.995262 ,0.179629 ,0.820371 ,1,16
0.073900 ,0.926100 ,0.001443 ,0.998557 ,0.010094 ,0.989906 ,0.000593 ,0.999407 ,0.166744 ,0.833256 ,1,17
0.975944 ,0.024056 ,0.986815 ,0.013185 ,0.668507 ,0.331493 ,0.932875 ,0.067125 ,0.535632 ,0.464368 ,1,10
0.894859 ,0.105141 ,0.230902 ,0.769098 ,0.455640 ,0.544360 ,0.895096 ,0.104904 ,0.364031 ,0.635969 ,1,21
0.596417 ,0.403583 ,0.252406 ,0.747594 ,0.505600 ,0.494400 ,0.373146 ,0.626854 ,0.501662 ,0.498338 ,1,20
0.942448 ,0.057552 ,0.962231 ,0.037769 ,0.500490 ,0.499510 ,0.803132 ,0.196868 ,0.407856 ,0.592144 ,1,13
0.048610 ,0.951391 ,0.248246 ,0.751754 ,0.173983 ,0.826017 ,0.050115 ,0.949885 ,0.295952 ,0.704048 ,1,14
0.163841 ,0.836159 ,0.060191 ,0.939809 ,0.135288 ,0.864712 ,0.140017 ,0.859983 ,0.401058 ,0.598942 ,1,17
0.011003 ,0.988997 ,0.004857 ,0.995143 ,0.051138 ,0.948862 ,0.005038 ,0.994962 ,0.271372 ,0.728628 ,2,15
0.078303 ,0.921697 ,0.013061 ,0.986939 ,0.075704 ,0.924296 ,0.009339 ,0.990661 ,0.052041 ,0.947959 ,2,20
0.003195 ,0.996805 ,0.010529 ,0.989471 ,0.036816 ,0.963184 ,0.012345 ,0.987656 ,0.214736 ,0.785264 ,1,23
0.065253 ,0.934747 ,0.091297 ,0.908703 ,0.812544 ,0.187456 ,0.026589 ,0.973411 ,0.287637 ,0.712363 ,1,15
